param_clf__max_features,param_clf__min_samples_leaf,param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
sqrt,1,0.16681,0.9,20,0.6966666666666667,0.04136557881996952,263,0.6166666666666667,0.7166666666666667,0.7333333333333334,0.7166666666666667,0.7,0.5525518894195557,0.021259450912475587
sqrt,1,0.16681,0.9,50,0.7399999999999999,0.07498147919467994,95,0.7166666666666667,0.8166666666666667,0.8333333333333333,0.6333333333333333,0.7,0.5546016216278076,0.021190690994262695
sqrt,1,0.599484,0.1,5,0.6000000000000001,0.0960324019392529,519,0.6166666666666667,0.7333333333333334,0.43333333333333335,0.6166666666666667,0.6000000000000001,0.6015647411346435,0.02097148895263672
sqrt,1,0.599484,0.1,10,0.6266666666666666,0.08273115763993906,440,0.5333333333333333,0.7333333333333334,0.5333333333333333,0.6333333333333333,0.7,0.6050722122192382,0.021176815032958984
sqrt,1,0.599484,0.1,20,0.7566666666666666,0.092255683353987,40,0.7166666666666667,0.8166666666666667,0.6333333333333333,0.7166666666666667,0.9,0.6054580688476563,0.021117734909057616
sqrt,1,0.599484,0.1,50,0.7366666666666667,0.10821788720498618,113,0.5333333333333333,0.8166666666666667,0.7166666666666667,0.8166666666666667,0.8,0.6114243984222412,0.021072816848754884
sqrt,1,0.599484,0.3,5,0.6200000000000001,0.14197026292697904,452,0.8166666666666667,0.7333333333333334,0.6166666666666667,0.43333333333333335,0.5,0.6116925239562988,0.02110295295715332
sqrt,1,0.599484,0.3,10,0.6766666666666666,0.080691456246068,326,0.7166666666666667,0.8166666666666667,0.6166666666666667,0.6333333333333333,0.6000000000000001,0.6145434379577637,0.02111530303955078
sqrt,1,0.599484,0.3,20,0.7366666666666667,0.11421227799341213,113,0.6166666666666667,0.8166666666666667,0.6333333333333333,0.9166666666666667,0.7,0.6179567337036133,0.021080589294433592
sqrt,1,0.599484,0.3,50,0.7733333333333333,0.12498888839501783,16,0.6166666666666667,0.9,0.6333333333333333,0.8166666666666667,0.9,0.6251667976379395,0.021046209335327148
sqrt,1,0.599484,0.5,5,0.7033333333333334,0.06446359868604573,233,0.6166666666666667,0.7333333333333334,0.7166666666666667,0.65,0.8,0.6436758041381836,0.021155691146850585
sqrt,1,0.599484,0.5,10,0.7,0.08881941729649488,253,0.5333333333333333,0.7333333333333334,0.7166666666666667,0.7166666666666667,0.8,0.6478692054748535,0.021077728271484374
sqrt,1,0.599484,0.5,20,0.7,0.10903618155864084,253,0.5333333333333333,0.8166666666666667,0.6333333333333333,0.8166666666666667,0.7,0.6496291637420655,0.021069717407226563
sqrt,1,0.599484,0.5,50,0.7366666666666667,0.07102425250887506,113,0.7166666666666667,0.8166666666666667,0.6333333333333333,0.8166666666666667,0.7,0.6574019432067871,0.021032285690307618
sqrt,1,0.599484,0.7,5,0.6833333333333333,0.07226494462892934,305,0.6166666666666667,0.7333333333333334,0.6166666666666667,0.65,0.8,0.6790603160858154,0.021121406555175783
sqrt,1,0.599484,0.7,10,0.7,0.10593499054713804,253,0.5333333333333333,0.8166666666666667,0.6333333333333333,0.7166666666666667,0.8,0.682292890548706,0.021289300918579102
sqrt,1,0.599484,0.7,20,0.7366666666666667,0.11421227799341213,113,0.6166666666666667,0.8166666666666667,0.6333333333333333,0.9166666666666667,0.7,0.6831759452819824,0.021003007888793945
sqrt,1,0.599484,0.7,50,0.7766666666666667,0.09921917377424815,10,0.8166666666666667,0.8166666666666667,0.6333333333333333,0.9166666666666667,0.7,0.6965522766113281,0.021225643157958985
sqrt,1,0.599484,0.9,5,0.7066666666666667,0.10466878978738388,215,0.5333333333333333,0.7333333333333334,0.8166666666666667,0.65,0.8,0.7231311798095703,0.022244977951049804
